C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_01_341.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_01_341.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_01_341.jpg, -0.3212756, 1, 0, 3.434824
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_01_442.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_01_442.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_01_442.jpg, -0.03859197, 1, 0, 4.608051
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_01_546.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_01_546.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_01_546.jpg, -0.1896614, 1, 0, 5.761733
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_01_650.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_01_650.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_01_650.jpg, 0, 1, 0, 6.908644
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_01_760.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_01_760.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_01_760.jpg, -0.06203343, 1, 0, 8.271253
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_01_867.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_01_867.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_01_867.jpg, -0.3543393, 1, 0, 9.36152
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_01_969.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_01_969.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_01_969.jpg, -0.04407746, 1, 0, 10.47272
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_02_077.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_02_077.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_02_077.jpg, 0, 1, 0, 11.62547
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_02_178.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_02_178.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_02_178.jpg, -0.3019009, 1, 0, 12.81562
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_02_279.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_02_279.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_02_279.jpg, -0.1254513, 1, 0, 13.90694
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_02_384.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_02_384.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_02_384.jpg, -0.118091, 1, 0, 14.9388
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_02_489.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_02_489.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_02_489.jpg, -0.4324102, 1, 0, 16.02631
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_02_598.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_02_598.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_02_598.jpg, -0.278772, 1, 0, 17.22811
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_02_700.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_02_700.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_02_700.jpg, 0, 1, 0, 18.10978
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_02_805.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_02_805.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_02_805.jpg, -0.2849314, 1, 0, 19.26571
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_02_921.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_02_921.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_02_921.jpg, -0.3008208, 1, 0, 20.38141
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_03_023.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_03_023.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_03_023.jpg, -0.01863809, 1, 0, 21.30614
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_03_132.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_03_132.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_03_132.jpg, -0.2012424, 1, 0, 22.34493
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_03_235.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_03_235.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_03_235.jpg, -0.2035897, 1, 0, 23.45384
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_03_337.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_03_337.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_03_337.jpg, 0, 1, 0, 24.41229
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_03_443.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_03_443.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_03_443.jpg, 0, 1, 0, 25.37385
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_03_551.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_03_551.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_03_551.jpg, 0, 1, 0, 26.32583
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_03_656.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_03_656.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_03_656.jpg, 0, 1, 0, 27.45706
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_03_766.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_03_766.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_03_766.jpg, 0, 1, 0, 28.38924
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_03_873.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_03_873.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_03_873.jpg, -0.2010624, 1, 0, 29.4777
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_03_979.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_03_979.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_03_979.jpg, -0.2875203, 1, 0, 30.17964
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_04_085.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_04_085.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_04_085.jpg, 0, 1, 0, 30.18816
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_04_192.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_04_192.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_04_192.jpg, 0, 1, 0, 30.18938
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_04_303.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_04_303.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_04_303.jpg, -0.3311086, 1, 0, 30.16795
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_04_407.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_04_407.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_04_407.jpg, -0.2327275, 1, 0, 30.18892
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_04_516.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_04_516.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_04_516.jpg, 0, 1, 0, 30.1889
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_04_622.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_04_622.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_04_622.jpg, -0.2527216, 1, 0, 30.18046
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_04_724.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_04_724.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_04_724.jpg, 0, 1, 0, 30.18922
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_04_835.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_04_835.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_04_835.jpg, 0, 1, 0, 30.19023
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_04_940.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_04_940.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_04_940.jpg, 0, 1, 0, 30.19031
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_05_040.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_05_040.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_05_040.jpg, -0.1154371, 1, 0, 30.18717
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_05_144.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_05_144.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_05_144.jpg, -0.2736193, 1, 0, 30.17404
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_05_246.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_05_246.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_05_246.jpg, 0, 1, 0, 30.18894
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_05_355.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_05_355.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_05_355.jpg, 0, 1, 0, 30.19014
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_05_460.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_05_460.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_05_460.jpg, 0, 1, 0, 30.19053
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_05_568.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_05_568.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_05_568.jpg, -0.1099693, 1, 0, 30.18755
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_05_674.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_05_674.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_05_674.jpg, -0.2287601, 1, 0, 30.18586
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_05_783.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_05_783.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_05_783.jpg, 0, 1, 0, 30.18858
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_05_888.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_05_888.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_05_888.jpg, 0, 1, 0, 30.19013
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_05_996.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_05_996.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_05_996.jpg, 0, 1, 0, 30.1903
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_06_097.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_06_097.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_06_097.jpg, 0, 1, 0, 30.19029
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_06_205.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_06_205.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_06_205.jpg, 0, 1, 0, 30.1903
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_06_307.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_06_307.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_06_307.jpg, -0.314511, 1, 0, 30.16556
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_06_415.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_06_415.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_06_415.jpg, -0.0242397, 1, 0, 30.19008
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_06_524.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_06_524.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_06_524.jpg, 0, 1, 0, 30.18995
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_06_626.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_06_626.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_06_626.jpg, 0, 1, 0, 30.19027
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_06_736.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_06_736.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_06_736.jpg, 0, 1, 0, 30.19029
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_06_844.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_06_844.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_06_844.jpg, -0.1723272, 1, 0, 30.18251
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_06_956.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_06_956.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_06_956.jpg, -0.2803542, 1, 0, 30.1828
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_07_064.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_07_064.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_07_064.jpg, 0, 1, 0, 30.18785
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_07_173.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_07_173.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_07_173.jpg, 0, 1, 0, 30.19
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_07_281.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_07_281.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_07_281.jpg, 0, 1, 0, 30.19029
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_07_388.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_07_388.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_07_388.jpg, 0, 1, 0, 30.19038
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_07_493.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_07_493.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_07_493.jpg, -0.3153767, 1, 0, 30.16727
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_07_597.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_07_597.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_07_597.jpg, -0.163374, 1, 0, 30.19101
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_07_708.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_07_708.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_07_708.jpg, 0, 1, 0, 30.18914
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_07_809.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_07_809.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_07_809.jpg, 0, 1, 0, 30.19016
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_07_917.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_07_917.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_07_917.jpg, 0, 1, 0, 30.19026
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_08_017.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_08_017.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_08_017.jpg, 0, 1, 0, 30.19027
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_08_125.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_08_125.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_08_125.jpg, 0, 1, 0, 30.19034
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_08_230.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_08_230.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_08_230.jpg, 0, 1, 0, 30.1903
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_08_331.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_08_331.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_08_331.jpg, 0, 1, 0, 30.19031
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_08_441.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_08_441.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_08_441.jpg, 0, 1, 0, 30.19031
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_08_546.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_08_546.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_08_546.jpg, -0.2864402, 1, 0, 30.16975
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_08_659.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_08_659.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_08_659.jpg, 0, 1, 0, 30.18946
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_08_763.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_08_763.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_08_763.jpg, 0, 1, 0, 30.19003
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_08_869.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_08_869.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_08_869.jpg, 0, 1, 0, 30.19028
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_08_974.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_08_974.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_08_974.jpg, 0, 1, 0, 30.19029
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_09_081.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_09_081.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_09_081.jpg, -0.09900998, 1, 0, 30.18801
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_09_184.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_09_184.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_09_184.jpg, -0.379813, 1, 0, 30.15946
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_09_290.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_09_290.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_09_290.jpg, -0.1210611, 1, 0, 30.19162
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_09_400.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_09_400.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_09_400.jpg, 0, 1, 0, 30.18959
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_09_503.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_09_503.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_09_503.jpg, 0, 1, 0, 30.19025
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_09_608.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_09_608.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_09_608.jpg, 0, 1, 0, 30.19028
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_09_719.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_09_719.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_09_719.jpg, 0, 1, 0, 30.19032
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_09_823.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_09_823.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_09_823.jpg, 0, 1, 0, 30.19029
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_09_924.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_09_924.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_09_924.jpg, 0, 1, 0, 30.19031
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_10_029.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_10_029.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_10_029.jpg, -0.06415682, 1, 0, 30.18946
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_10_134.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_10_134.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_10_134.jpg, -0.4055994, 1, 0, 30.15504
C:\Progs\ML\Udemy\data\IMG\center_2018_11_19_16_45_10_239.jpg, C:\Progs\ML\Udemy\data\IMG\left_2018_11_19_16_45_10_239.jpg, C:\Progs\ML\Udemy\data\IMG\right_2018_11_19_16_45_10_239.jpg, -0.25784, 1, 0, 30.1897
